H,20090529,1130,PT,ASM
O,52017805,,,
I,4260004B9000,4260004B9000,286,EA
O,52017805,,,
I,4260004C0000,4260004C0000,136,EA
O,52017805,,,
I,4260004C1000,4260004C1000,194,EA
O,52017805,,,
I,4260004C2000,4260004C2000,196,EA
O,52017805,,,
I,42600AD09300,42600AD09300,386,EA
O,52017805,,,
I,42600AD11400,42600AD11400,194,EA
O,52017805,,,
I,42600AD13300,42600AD13300,269,EA
O,52017805,,,
I,42600AD15300,42600AD15300,388,EA
O,52017805,,,
I,42600AD17300,42600AD17300,388,EA
O,52017805,,,
I,426700406000,426700406000,386,EA
O,52017805,,,
I,426700407000,426700407000,194,EA
O,52017805,,,
I,426700408000,426700408000,268,EA
O,52017806,,,
I,426700409000,426700409000,388,EA
O,52017806,,,
I,426700410000,426700410000,388,EA
