H,20100119,1130,PT,ASM
O,52019726,,,
I,4260004B9000,4260004B9000,365,EA
O,52019726,,,
I,4260004C0000,4260004C0000,262,EA
O,52019726,,,
I,4260004C1000,4260004C1000,217,EA
O,52019726,,,
I,4260004C2000,4260004C2000,224,EA
O,52019726,,,
I,42600AD09300,42600AD09300,354,EA
O,52019726,,,
I,42600AD11400,42600AD11400,382,EA
O,52019726,,,
I,42600AD13300,42600AD13300,524,EA
O,52019726,,,
I,42600AD15300,42600AD15300,430,EA
O,52019726,,,
I,42600AD17300,42600AD17300,447,EA
O,52019726,,,
I,426700406000,426700406000,354,EA
O,52019726,,,
I,426700407000,426700407000,382,EA
O,52019726,,,
I,426700408000,426700408000,524,EA
O,52019727,,,
I,426700409000,426700409000,430,EA
O,52019727,,,
I,426700410000,426700410000,446,EA
