H,20101011,1130,PT,ASM
O,52022390,,,
I,4260004B9000,4260004B9000,354,EA
O,52022390,,,
I,4260004C0000,4260004C0000,271,EA
O,52022390,,,
I,4260004C1000,4260004C1000,253,EA
O,52022390,,,
I,4260004C2000,4260004C2000,254,EA
O,52022390,,,
I,42600AD09300,42600AD09300,284,EA
O,52022390,,,
I,42600AD11400,42600AD11400,422,EA
O,52022390,,,
I,42600AD13300,42600AD13300,542,EA
O,52022390,,,
I,42600AD15300,42600AD15300,507,EA
O,52022390,,,
I,42600AD17300,42600AD17300,507,EA
O,52022390,,,
I,426700406000,426700406000,284,EA
O,52022390,,,
I,426700407000,426700407000,422,EA
O,52022390,,,
I,426700408000,426700408000,542,EA
O,52022391,,,
I,4260004C4000,4260004C4000,4,EA
O,52022391,,,
I,426700409000,426700409000,506,EA
O,52022391,,,
I,426700410000,426700410000,506,EA
O,52022391,,,
I,426700414000,426700414000,4,EA
