H,20071101,1130,PT,ASM
O,52012980,,,
I,42600AD08400,42600AD08400,190,EA
O,52012980,,,
I,42600AD09300,42600AD09300,184,EA
O,52012980,,,
I,42600AD11400,42600AD11400,194,EA
O,52012980,,,
I,42600AD12300,42600AD12300,63,EA
O,52012980,,,
I,42600AD13300,42600AD13300,128,EA
O,52012980,,,
I,42600AD14300,42600AD14300,76,EA
O,52012980,,,
I,42600AD15300,42600AD15300,152,EA
O,52012980,,,
I,42600AD16300,42600AD16300,87,EA
O,52012980,,,
I,42600AD17300,42600AD17300,174,EA
O,52012980,,,
I,426700406000,426700406000,184,EA
O,52012980,,,
I,426700407000,426700407000,194,EA
O,52012980,,,
I,426700408000,426700408000,128,EA
O,52012981,,,
I,426700409000,426700409000,152,EA
O,52012981,,,
I,426700410000,426700410000,174,EA
