H,20070314,1130,PT,ASM
O,52011295,,,
I,42600AD08400,42600AD08400,292,EA
O,52011295,,,
I,42600AD12300,42600AD12300,112,EA
O,52011295,,,
I,42600AD14300,42600AD14300,102,EA
O,52011295,,,
I,42600AD16300,42600AD16300,183,EA
O,52011296,,,
I,42600AD09300,42600AD09300,410,EA
O,52011296,,,
I,42600AD11400,42600AD11400,168,EA
O,52011296,,,
I,42600AD13300,42600AD13300,225,EA
O,52011296,,,
I,42600AD15300,42600AD15300,210,EA
O,52011296,,,
I,42600AD17300,42600AD17300,364,EA
O,52011296,,,
I,426700406000,426700406000,410,EA
O,52011296,,,
I,426700407000,426700407000,168,EA
O,52011296,,,
I,426700408000,426700408000,224,EA
O,52011296,,,
I,426700409000,426700409000,210,EA
O,52011296,,,
I,426700410000,426700410000,364,EA
