H,20070611,1130,PT,ASM
O,52012071,,,
I,42600AD08400,42600AD08400,405,EA
O,52012071,,,
I,42600AD09300,42600AD09300,620,EA
O,52012071,,,
I,42600AD11400,42600AD11400,186,EA
O,52012071,,,
I,42600AD12300,42600AD12300,104,EA
O,52012071,,,
I,42600AD13300,42600AD13300,208,EA
O,52012071,,,
I,42600AD14300,42600AD14300,90,EA
O,52012071,,,
I,42600AD15300,42600AD15300,182,EA
O,52012071,,,
I,42600AD16300,42600AD16300,97,EA
O,52012071,,,
I,42600AD17300,42600AD17300,196,EA
O,52012071,,,
I,426700406000,426700406000,620,EA
O,52012071,,,
I,426700407000,426700407000,186,EA
O,52012071,,,
I,426700408000,426700408000,209,EA
O,52012072,,,
I,426700409000,426700409000,182,EA
O,52012072,,,
I,426700410000,426700410000,196,EA
