H,20120111,1130,PT,ASM
O,52027622,,,
I,4260004B9000,4260004B9000,242,EA
O,52027622,,,
I,4260004C0000,4260004C0000,183,EA
O,52027622,,,
I,4260004C1000,4260004C1000,164,EA
O,52027622,,,
I,4260004C2000,4260004C2000,178,EA
O,52027622,,,
I,4260004C6000,4260004C6000,109,EA
O,52027622,,,
I,42600AD09300,42600AD09300,260,EA
O,52027622,,,
I,42600AD11400,42600AD11400,220,EA
O,52027622,,,
I,42600AD13300,42600AD13300,368,EA
O,52027622,,,
I,42600AD15300,42600AD15300,330,EA
O,52027622,,,
I,42600AD17300,42600AD17300,112,EA
O,52027622,,,
I,426700406000,426700406000,262,EA
O,52027622,,,
I,426700407000,426700407000,222,EA
O,52027623,,,
I,4260004C4000,4260004C4000,246,EA
O,52027623,,,
I,4260004C5000,4260004C5000,216,EA
O,52027623,,,
I,426700408000,426700408000,368,EA
O,52027623,,,
I,426700409000,426700409000,330,EA
O,52027623,,,
I,426700410000,426700410000,112,EA
O,52027623,,,
I,426700414000,426700414000,246,EA
O,52027623,,,
I,426700415000,426700415000,216,EA
