H,20131029,1130,PT,ASM
O,52034850,,,
I,4260004B9000,4260004B9000,496,EA
O,52034850,,,
I,4260004C0000,4260004C0000,184,EA
O,52034850,,,
I,4260004C1000,4260004C1000,299,EA
O,52034850,,,
I,4260004C2000,4260004C2000,332,EA
O,52034850,,,
I,4260004C4000,4260004C4000,384,EA
O,52034850,,,
I,4260004C5000,4260004C5000,74,EA
O,52034850,,,
I,4260004C6000,4260004C6000,37,EA
O,52034850,,,
I,42600AD09300,42600AD09300,608,EA
O,52034850,,,
I,42600AD11400,42600AD11400,384,EA
O,52034850,,,
I,426700406000,426700406000,608,EA
O,52034850,,,
I,426700414000,426700414000,385,EA
O,52034850,,,
I,426700415000,426700415000,74,EA
O,52034851,,,
I,42600AD13300,42600AD13300,368,EA
O,52034851,,,
I,42600AD15300,42600AD15300,598,EA
O,52034851,,,
I,42600AD17300,42600AD17300,280,EA
O,52034851,,,
I,426700407000,426700407000,384,EA
O,52034851,,,
I,426700408000,426700408000,368,EA
O,52034851,,,
I,426700409000,426700409000,598,EA
O,52034851,,,
I,426700410000,426700410000,281,EA
