H,20130531,1130,PT,ASM
O,52032915,,,
I,4260004B9000,4260004B9000,346,EA
O,52032915,,,
I,4260004C0000,4260004C0000,311,EA
O,52032915,,,
I,4260004C1000,4260004C1000,304,EA
O,52032915,,,
I,4260004C2000,4260004C2000,301,EA
O,52032915,,,
I,4260004C4000,4260004C4000,234,EA
O,52032915,,,
I,4260004C5000,4260004C5000,108,EA
O,52032915,,,
I,4260004C6000,4260004C6000,54,EA
O,52032915,,,
I,42600AD09300,42600AD09300,374,EA
O,52032915,,,
I,42600AD11400,42600AD11400,314,EA
O,52032915,,,
I,426700406000,426700406000,374,EA
O,52032915,,,
I,426700414000,426700414000,234,EA
O,52032915,,,
I,426700415000,426700415000,108,EA
O,52032916,,,
I,42600AD13300,42600AD13300,612,EA
O,52032916,,,
I,42600AD15300,42600AD15300,608,EA
O,52032916,,,
I,42600AD17300,42600AD17300,368,EA
O,52032916,,,
I,426700407000,426700407000,314,EA
O,52032916,,,
I,426700408000,426700408000,612,EA
O,52032916,,,
I,426700409000,426700409000,608,EA
O,52032916,,,
I,426700410000,426700410000,368,EA
O,52032920,,,
I,4260004B9000,4260004B9000,374,EA
O,52032920,,,
I,4260004C0000,4260004C0000,319,EA
O,52032920,,,
I,4260004C1000,4260004C1000,285,EA
O,52032920,,,
I,4260004C2000,4260004C2000,303,EA
O,52032920,,,
I,4260004C4000,4260004C4000,324,EA
O,52032920,,,
I,4260004C5000,4260004C5000,102,EA
O,52032920,,,
I,4260004C6000,4260004C6000,51,EA
O,52032920,,,
I,42600AD09300,42600AD09300,334,EA
O,52032920,,,
I,42600AD11400,42600AD11400,414,EA
O,52032920,,,
I,42600AD13300,42600AD13300,618,EA
O,52032920,,,
I,42600AD15300,42600AD15300,566,EA
O,52032920,,,
I,42600AD17300,42600AD17300,286,EA
O,52032921,,,
I,426700406000,426700406000,334,EA
O,52032921,,,
I,426700407000,426700407000,414,EA
O,52032921,,,
I,426700408000,426700408000,618,EA
O,52032921,,,
I,426700409000,426700409000,566,EA
O,52032921,,,
I,426700410000,426700410000,286,EA
O,52032921,,,
I,426700414000,426700414000,324,EA
O,52032921,,,
I,426700415000,426700415000,102,EA
