H,20110614,1130,PT,ASM
O,52024688,,,
I,4260004B9000,4260004B9000,315,EA
O,52024688,,,
I,4260004C0000,4260004C0000,231,EA
O,52024688,,,
I,4260004C1000,4260004C1000,249,EA
O,52024688,,,
I,4260004C2000,4260004C2000,225,EA
O,52024688,,,
I,42600AD09300,42600AD09300,246,EA
O,52024688,,,
I,42600AD11400,42600AD11400,384,EA
O,52024688,,,
I,42600AD13300,42600AD13300,464,EA
O,52024688,,,
I,42600AD15300,42600AD15300,497,EA
O,52024688,,,
I,42600AD17300,42600AD17300,326,EA
O,52024688,,,
I,426700406000,426700406000,246,EA
O,52024688,,,
I,426700407000,426700407000,384,EA
O,52024688,,,
I,426700408000,426700408000,464,EA
O,52024689,,,
I,4260004C4000,4260004C4000,124,EA
O,52024689,,,
I,426700409000,426700409000,496,EA
O,52024689,,,
I,426700410000,426700410000,326,EA
O,52024689,,,
I,426700414000,426700414000,124,EA
