H,20120731,1130,PT,ASM
O,52029319,,,
I,4260004B9000,4260004B9000,346,EA
O,52029319,,,
I,4260004C0000,4260004C0000,200,EA
O,52029319,,,
I,4260004C1000,4260004C1000,195,EA
O,52029319,,,
I,4260004C2000,4260004C2000,347,EA
O,52029319,,,
I,4260004C4000,4260004C4000,192,EA
O,52029319,,,
I,4260004C5000,4260004C5000,96,EA
O,52029319,,,
I,4260004C6000,4260004C6000,48,EA
O,52029319,,,
I,42600AD09300,42600AD09300,368,EA
O,52029319,,,
I,42600AD11400,42600AD11400,318,EA
O,52029319,,,
I,42600AD13300,42600AD13300,398,EA
O,52029319,,,
I,42600AD15300,42600AD15300,396,EA
O,52029319,,,
I,42600AD17300,42600AD17300,504,EA
O,52029320,,,
I,426700406000,426700406000,368,EA
O,52029320,,,
I,426700407000,426700407000,318,EA
O,52029320,,,
I,426700408000,426700408000,398,EA
O,52029320,,,
I,426700409000,426700409000,397,EA
O,52029320,,,
I,426700410000,426700410000,505,EA
O,52029320,,,
I,426700414000,426700414000,192,EA
O,52029320,,,
I,426700415000,426700415000,96,EA
O,52029321,,,
I,4260004B9000,4260004B9000,121,EA
O,52029321,,,
I,4260004C0000,4260004C0000,83,EA
O,52029321,,,
I,4260004C1000,4260004C1000,112,EA
O,52029321,,,
I,4260004C2000,4260004C2000,109,EA
O,52029321,,,
I,4260004C4000,4260004C4000,72,EA
O,52029321,,,
I,4260004C5000,4260004C5000,28,EA
O,52029321,,,
I,4260004C6000,4260004C6000,15,EA
O,52029321,,,
I,42600AD09300,42600AD09300,132,EA
O,52029321,,,
I,42600AD11400,42600AD11400,116,EA
O,52029321,,,
I,42600AD13300,42600AD13300,164,EA
O,52029321,,,
I,42600AD15300,42600AD15300,224,EA
O,52029321,,,
I,42600AD17300,42600AD17300,144,EA
O,52029322,,,
I,426700406000,426700406000,132,EA
O,52029322,,,
I,426700407000,426700407000,116,EA
O,52029322,,,
I,426700408000,426700408000,164,EA
O,52029322,,,
I,426700409000,426700409000,224,EA
O,52029322,,,
I,426700410000,426700410000,144,EA
O,52029322,,,
I,426700414000,426700414000,72,EA
O,52029322,,,
I,426700415000,426700415000,28,EA
