H,20121011,1130,PT,ASM
O,52030274,,,
I,4260004B9000,4260004B9000,357,EA
O,52030274,,,
I,4260004C0000,4260004C0000,227,EA
O,52030274,,,
I,4260004C1000,4260004C1000,273,EA
O,52030274,,,
I,4260004C2000,4260004C2000,239,EA
O,52030274,,,
I,4260004C4000,4260004C4000,208,EA
O,52030274,,,
I,42600AD09300,42600AD09300,326,EA
O,52030274,,,
I,42600AD11400,42600AD11400,388,EA
O,52030274,,,
I,42600AD13300,42600AD13300,450,EA
O,52030274,,,
I,426700406000,426700406000,326,EA
O,52030274,,,
I,426700407000,426700407000,388,EA
O,52030274,,,
I,426700408000,426700408000,452,EA
O,52030274,,,
I,426700414000,426700414000,209,EA
O,52030275,,,
I,42600AD15300,42600AD15300,546,EA
O,52030275,,,
I,42600AD17300,42600AD17300,274,EA
O,52030275,,,
I,426700409000,426700409000,548,EA
O,52030275,,,
I,426700410000,426700410000,274,EA
