H,20130830,1130,PT,ASM
O,52034064,,,
I,4260004B9000,4260004B9000,452,EA
O,52034064,,,
I,4260004C0000,4260004C0000,204,EA
O,52034064,,,
I,4260004C1000,4260004C1000,269,EA
O,52034064,,,
I,4260004C2000,4260004C2000,232,EA
O,52034064,,,
I,4260004C4000,4260004C4000,94,EA
O,52034064,,,
I,4260004C5000,4260004C5000,102,EA
O,52034064,,,
I,4260004C6000,4260004C6000,51,EA
O,52034064,,,
I,42600AD09300,42600AD09300,484,EA
O,52034064,,,
I,42600AD11400,42600AD11400,418,EA
O,52034064,,,
I,42600AD13300,42600AD13300,396,EA
O,52034064,,,
I,42600AD15300,42600AD15300,534,EA
O,52034064,,,
I,42600AD17300,42600AD17300,374,EA
O,52034065,,,
I,426700406000,426700406000,484,EA
O,52034065,,,
I,426700407000,426700407000,418,EA
O,52034065,,,
I,426700408000,426700408000,396,EA
O,52034065,,,
I,426700409000,426700409000,534,EA
O,52034065,,,
I,426700410000,426700410000,374,EA
O,52034065,,,
I,426700414000,426700414000,94,EA
O,52034065,,,
I,426700415000,426700415000,102,EA
