H,20111109,1130,PT,ASM
O,52027056,,,
I,4260004B9000,4260004B9000,243,EA
O,52027056,,,
I,4260004C0000,4260004C0000,172,EA
O,52027056,,,
I,4260004C1000,4260004C1000,161,EA
O,52027056,,,
I,4260004C2000,4260004C2000,183,EA
O,52027056,,,
I,4260004C6000,4260004C6000,81,EA
O,52027056,,,
I,42600AD09300,42600AD09300,164,EA
O,52027056,,,
I,42600AD11400,42600AD11400,324,EA
O,52027056,,,
I,42600AD13300,42600AD13300,347,EA
O,52027056,,,
I,42600AD15300,42600AD15300,318,EA
O,52027056,,,
I,42600AD17300,42600AD17300,181,EA
O,52027056,,,
I,426700406000,426700406000,164,EA
O,52027056,,,
I,426700407000,426700407000,324,EA
O,52027057,,,
I,4260004C4000,4260004C4000,186,EA
O,52027057,,,
I,4260004C5000,4260004C5000,162,EA
O,52027057,,,
I,426700408000,426700408000,346,EA
O,52027057,,,
I,426700409000,426700409000,318,EA
O,52027057,,,
I,426700410000,426700410000,180,EA
O,52027057,,,
I,426700414000,426700414000,186,EA
O,52027057,,,
I,426700415000,426700415000,162,EA
