H,20111114,1130,PT,ASM
O,52027075,,,
I,4260004B9000,4260004B9000,264,EA
O,52027075,,,
I,4260004C0000,4260004C0000,204,EA
O,52027075,,,
I,4260004C1000,4260004C1000,209,EA
O,52027075,,,
I,4260004C2000,4260004C2000,221,EA
O,52027075,,,
I,4260004C6000,4260004C6000,130,EA
O,52027075,,,
I,42600AD09300,42600AD09300,288,EA
O,52027075,,,
I,42600AD11400,42600AD11400,240,EA
O,52027075,,,
I,42600AD13300,42600AD13300,408,EA
O,52027075,,,
I,42600AD15300,42600AD15300,416,EA
O,52027075,,,
I,42600AD17300,42600AD17300,142,EA
O,52027075,,,
I,426700406000,426700406000,288,EA
O,52027075,,,
I,426700407000,426700407000,240,EA
O,52027076,,,
I,4260004C4000,4260004C4000,303,EA
O,52027076,,,
I,4260004C5000,4260004C5000,260,EA
O,52027076,,,
I,426700408000,426700408000,408,EA
O,52027076,,,
I,426700409000,426700409000,416,EA
O,52027076,,,
I,426700410000,426700410000,142,EA
O,52027076,,,
I,426700414000,426700414000,302,EA
O,52027076,,,
I,426700415000,426700415000,260,EA
