H,20130624,1130,PT,ASM
O,52033285,,,
I,4260004B9000,4260004B9000,482,EA
O,52033285,,,
I,4260004C0000,4260004C0000,300,EA
O,52033285,,,
I,4260004C1000,4260004C1000,263,EA
O,52033285,,,
I,4260004C2000,4260004C2000,252,EA
O,52033285,,,
I,4260004C4000,4260004C4000,55,EA
O,52033285,,,
I,4260004C5000,4260004C5000,118,EA
O,52033285,,,
I,4260004C6000,4260004C6000,59,EA
O,52033285,,,
I,42600AD09300,42600AD09300,435,EA
O,52033285,,,
I,42600AD11400,42600AD11400,533,EA
O,52033285,,,
I,426700406000,426700406000,434,EA
O,52033285,,,
I,426700414000,426700414000,54,EA
O,52033285,,,
I,426700415000,426700415000,118,EA
O,52033286,,,
I,42600AD13300,42600AD13300,578,EA
O,52033286,,,
I,42600AD15300,42600AD15300,522,EA
O,52033286,,,
I,42600AD17300,42600AD17300,452,EA
O,52033286,,,
I,426700407000,426700407000,533,EA
O,52033286,,,
I,426700408000,426700408000,576,EA
O,52033286,,,
I,426700409000,426700409000,523,EA
O,52033286,,,
I,426700410000,426700410000,452,EA
