H,20120629,1130,PT,ASM
O,52029121,,,
I,4260004B9000,4260004B9000,374,EA
O,52029121,,,
I,4260004C0000,4260004C0000,191,EA
O,52029121,,,
I,4260004C1000,4260004C1000,124,EA
O,52029121,,,
I,4260004C2000,4260004C2000,147,EA
O,52029121,,,
I,4260004C5000,4260004C5000,102,EA
O,52029121,,,
I,4260004C6000,4260004C6000,52,EA
O,52029121,,,
I,42600AD09300,42600AD09300,380,EA
O,52029121,,,
I,42600AD11400,42600AD11400,364,EA
O,52029121,,,
I,42600AD13300,42600AD13300,386,EA
O,52029121,,,
I,426700406000,426700406000,380,EA
O,52029121,,,
I,426700407000,426700407000,364,EA
O,52029121,,,
I,426700415000,426700415000,102,EA
O,52029122,,,
I,4260004C4000,4260004C4000,94,EA
O,52029122,,,
I,42600AD15300,42600AD15300,254,EA
O,52029122,,,
I,42600AD17300,42600AD17300,196,EA
O,52029122,,,
I,426700408000,426700408000,386,EA
O,52029122,,,
I,426700409000,426700409000,254,EA
O,52029122,,,
I,426700410000,426700410000,196,EA
O,52029122,,,
I,426700414000,426700414000,94,EA
O,52029133,,,
I,4260004B9000,4260004B9000,92,EA
O,52029133,,,
I,4260004C0000,4260004C0000,41,EA
O,52029133,,,
I,4260004C1000,4260004C1000,40,EA
O,52029133,,,
I,4260004C2000,4260004C2000,26,EA
O,52029133,,,
I,4260004C6000,4260004C6000,14,EA
O,52029133,,,
I,42600AD09300,42600AD09300,106,EA
O,52029133,,,
I,42600AD11400,42600AD11400,80,EA
O,52029133,,,
I,42600AD13300,42600AD13300,80,EA
O,52029133,,,
I,42600AD15300,42600AD15300,78,EA
O,52029133,,,
I,426700406000,426700406000,106,EA
O,52029133,,,
I,426700407000,426700407000,80,EA
O,52029133,,,
I,426700408000,426700408000,80,EA
O,52029134,,,
I,4260004C4000,4260004C4000,22,EA
O,52029134,,,
I,4260004C5000,4260004C5000,30,EA
O,52029134,,,
I,42600AD17300,42600AD17300,30,EA
O,52029134,,,
I,426700409000,426700409000,78,EA
O,52029134,,,
I,426700410000,426700410000,30,EA
O,52029134,,,
I,426700414000,426700414000,22,EA
O,52029134,,,
I,426700415000,426700415000,30,EA
