H,20110509,1130,PT,ASM
O,52024320,,,
I,4260004B9000,4260004B9000,99,EA
O,52024320,,,
I,4260004C0000,4260004C0000,68,EA
O,52024320,,,
I,4260004C1000,4260004C1000,72,EA
O,52024320,,,
I,4260004C2000,4260004C2000,69,EA
O,52024320,,,
I,42600AD09300,42600AD09300,70,EA
O,52024320,,,
I,42600AD11400,42600AD11400,135,EA
O,52024320,,,
I,42600AD13300,42600AD13300,136,EA
O,52024320,,,
I,42600AD15300,42600AD15300,146,EA
O,52024320,,,
I,42600AD17300,42600AD17300,98,EA
O,52024320,,,
I,426700406000,426700406000,70,EA
O,52024320,,,
I,426700407000,426700407000,134,EA
O,52024320,,,
I,426700408000,426700408000,136,EA
O,52024321,,,
I,4260004C4000,4260004C4000,32,EA
O,52024321,,,
I,426700409000,426700409000,146,EA
O,52024321,,,
I,426700410000,426700410000,98,EA
O,52024321,,,
I,426700414000,426700414000,32,EA
