H,20121220,1130,PT,ASM
O,52030992,,,
I,4260004B9000,4260004B9000,189,EA
O,52030992,,,
I,4260004C0000,4260004C0000,142,EA
O,52030992,,,
I,4260004C1000,4260004C1000,268,EA
O,52030992,,,
I,4260004C2000,4260004C2000,251,EA
O,52030992,,,
I,4260004C4000,4260004C4000,384,EA
O,52030992,,,
I,4260004C5000,4260004C5000,122,EA
O,52030992,,,
I,4260004C6000,4260004C6000,62,EA
O,52030992,,,
I,42600AD09300,42600AD09300,198,EA
O,52030992,,,
I,42600AD11400,42600AD11400,180,EA
O,52030992,,,
I,426700406000,426700406000,198,EA
O,52030992,,,
I,426700414000,426700414000,384,EA
O,52030992,,,
I,426700415000,426700415000,122,EA
O,52030993,,,
I,42600AD13300,42600AD13300,286,EA
O,52030993,,,
I,42600AD15300,42600AD15300,540,EA
O,52030993,,,
I,42600AD17300,42600AD17300,114,EA
O,52030993,,,
I,426700407000,426700407000,180,EA
O,52030993,,,
I,426700408000,426700408000,286,EA
O,52030993,,,
I,426700409000,426700409000,540,EA
O,52030993,,,
I,426700410000,426700410000,114,EA
