H,20110426,1130,PT,ASM
O,52024297,,,
I,4260004B9000,4260004B9000,132,EA
O,52024297,,,
I,4260004C0000,4260004C0000,90,EA
O,52024297,,,
I,4260004C1000,4260004C1000,93,EA
O,52024297,,,
I,4260004C2000,4260004C2000,93,EA
O,52024297,,,
I,42600AD09300,42600AD09300,102,EA
O,52024297,,,
I,42600AD11400,42600AD11400,162,EA
O,52024297,,,
I,42600AD13300,42600AD13300,186,EA
O,52024297,,,
I,42600AD15300,42600AD15300,186,EA
O,52024297,,,
I,42600AD17300,42600AD17300,134,EA
O,52024297,,,
I,426700406000,426700406000,102,EA
O,52024297,,,
I,426700407000,426700407000,162,EA
O,52024297,,,
I,426700408000,426700408000,186,EA
O,52024298,,,
I,4260004C4000,4260004C4000,46,EA
O,52024298,,,
I,426700409000,426700409000,186,EA
O,52024298,,,
I,426700410000,426700410000,136,EA
O,52024298,,,
I,426700414000,426700414000,46,EA
