H,20141030,1130,PT,ASM
O,52039526,,,
I,4260004B9000,4260004B9000,574,EA
O,52039526,,,
I,4260004C0000,4260004C0000,319,EA
O,52039526,,,
I,4260004C1000,4260004C1000,415,EA
O,52039526,,,
I,4260004C2000,4260004C2000,237,EA
O,52039526,,,
I,4260004C4000,4260004C4000,164,EA
O,52039526,,,
I,4260004C5000,4260004C5000,100,EA
O,52039526,,,
I,4260004C6000,4260004C6000,51,EA
O,52039526,,,
I,42600AD09300,42600AD09300,606,EA
O,52039526,,,
I,42600AD11400,42600AD11400,542,EA
O,52039526,,,
I,426700406000,426700406000,607,EA
O,52039526,,,
I,426700414000,426700414000,164,EA
O,52039526,,,
I,426700415000,426700415000,100,EA
O,52039527,,,
I,42600AD13300,42600AD13300,638,EA
O,52039527,,,
I,42600AD15300,42600AD15300,830,EA
O,52039527,,,
I,42600AD17300,42600AD17300,312,EA
O,52039527,,,
I,426700407000,426700407000,544,EA
O,52039527,,,
I,426700408000,426700408000,638,EA
O,52039527,,,
I,426700409000,426700409000,830,EA
O,52039527,,,
I,426700410000,426700410000,312,EA
