H,071126,01071126,,,,,,,
I,206,,102.734,,42600AD08400,,,52013180,20071126
I,196,,123.0961,,42600AD09300,,,52013180,20071126
I,216,,165.1142,,42600AD11400,,,52013180,20071126
I,55,,105.4794,,42600AD12300,,,52013180,20071126
I,114,,167.8596,,42600AD13300,,,52013180,20071126
I,115,,122.9581,,42600AD14300,,,52013180,20071126
I,228,,191.3993,,42600AD15300,,,52013180,20071126
I,116,,122.0137,,42600AD16300,,,52013180,20071126
I,230,,190.4549,,42600AD17300,,,52013180,20071126
I,196,,123.9273,,426700406000,,,52013180,20071126
I,216,,165.9094,,426700407000,,,52013180,20071126
I,114,,168.6548,,426700408000,,,52013180,20071126
I,228,,192.2839,,426700409000,,,52013181,20071126
I,230,,191.3395,,426700410000,,,52013181,20071126
T,388831.1489,,,,,,,,
